Date,Time,inches,inches,Raw,Alarm,Date,Time,Date/Time,Storm,Storm Start,Inc. Time,Total Time,Time (Min.),Time(Min.),Precip.(In)
5/17/2000,10:32:35,26.26,0.04,667,,36663,0.439294,36663.439,36663.43929,,0.001377315,0.03755787,54.08,59.08,0.32
5/17/2000,10:34:34,26.3,0.04,668,,36663,0.440671,36663.441,36663.44067,,0.001377315,0.038935185,56.07,61.07,0.36
5/17/2000,10:37:02,26.34,0.04,669,,36663,0.442384,36663.442,36663.44238,,0.001712963,0.040648148,58.53,63.53,0.4
5/17/2000,10:40:39,26.38,0.04,670,,36663,0.444896,36663.445,36663.4449,,0.002511574,0.043159722,62.15,67.15,0.44
5/17/2000,10:43:59,26.42,0.04,671,,36663,0.447211,36663.447,36663.44721,,0.002314815,0.045474537,65.48,70.48,0.48
5/17/2000,10:46:32,26.46,0.04,672,,36663,0.448981,36663.449,36663.44898,,0.001770833,0.04724537,68.03,73.03,0.52
5/17/2000,10:48:20,26.5,0.04,673,,36663,0.450231,36663.450,36663.45023,,0.00125,0.04849537,69.83,74.83,0.56
5/17/2000,10:50:20,26.54,0.04,674,,36663,0.451620,36663.452,36663.45162,,0.001388889,0.049884259,71.83,76.83,0.6
5/17/2000,10:52:02,26.57,0.03,675,,36663,0.452801,36663.453,36663.4528,,0.001180556,0.051064815,73.53,78.53,0.63
5/17/2000,10:53:48,26.61,0.04,676,,36663,0.454028,36663.454,36663.45403,,0.001226852,0.052291667,75.30,80.30,0.67
5/17/2000,10:55:58,26.65,0.04,677,,36663,0.455532,36663.456,36663.45553,,0.00150463,0.053796296,77.47,82.47,0.71
5/17/2000,10:58:16,26.69,0.04,678,,36663,0.457130,36663.457,36663.45713,,0.001597222,0.055393519,79.77,84.77,0.75
5/17/2000,11:00:47,26.73,0.04,679,,36663,0.458877,36663.459,36663.45888,,0.001747685,0.057141204,82.28,87.28,0.79
5/17/2000,11:03:22,26.77,0.04,680,,36663,0.460671,36663.461,36663.46067,,0.001793981,0.058935185,84.87,89.87,0.83
5/17/2000,11:06:27,26.81,0.04,681,,36663,0.462813,36663.463,36663.46281,,0.002141204,0.061076389,87.95,92.95,0.87
5/17/2000,11:09:47,26.85,0.04,682,,36663,0.465127,36663.465,36663.46513,,0.002314815,0.063391204,91.28,96.28,0.91
5/17/2000,11:13:12,26.89,0.04,683,,36663,0.467500,36663.468,36663.4675,,0.002372685,0.065763889,94.70,99.70,0.95
5/17/2000,11:17:02,26.93,0.04,684,,36663,0.470162,36663.470,36663.47016,,0.002662037,0.068425926,98.53,103.53,0.99
5/17/2000,11:20:29,26.97,0.04,685,,36663,0.472558,36663.473,36663.47256,,0.002395833,0.070821759,101.98,106.98,1.03
5/17/2000,11:25:11,27.01,0.04,686,,36663,0.475822,36663.476,36663.47582,,0.003263889,0.074085648,106.68,111.68,1.07
5/17/2000,11:28:29,27.05,0.04,687,,36663,0.478113,36663.478,36663.47811,,0.002291667,0.076377315,109.98,114.98,1.11
5/17/2000,11:32:32,27.09,0.04,688,,36663,0.480926,36663.481,36663.48093,,0.0028125,0.079189815,114.03,119.03,1.15
5/17/2000,11:38:41,27.13,0.04,689,,36663,0.485197,36663.485,36663.4852,,0.004270833,0.083460648,120.18,125.18,1.19
5/17/2000,11:48:42,27.17,0.04,690,,36663,0.492153,36663.492,36663.49215,,0.006956019,0.090416667,130.20,135.20,1.23
5/17/2000,11:51:41,27.2,0.03,691,,36663,0.494225,36663.494,36663.49422,,0.002071759,0.092488426,133.18,138.18,1.26
5/17/2000,11:55:05,27.24,0.04,692,,36663,0.496586,36663.497,36663.49659,,0.002361111,0.094849537,136.58,141.58,1.3
5/17/2000,12:01:22,27.28,0.04,693,,36663,0.500949,36663.501,36663.50095,,0.004363426,0.099212963,142.87,147.87,1.34
5/17/2000,12:08:32,27.32,0.04,694,,36663,0.505926,36663.506,36663.50593,,0.004976852,0.104189815,150.03,155.03,1.38
5/17/2000,12:15:08,27.36,0.04,695,,36663,0.510509,36663.511,36663.51051,,0.004583333,0.108773148,156.63,161.63,1.42
5/17/2000,12:23:22,27.4,0.04,696,,36663,0.516227,36663.516,36663.51623,,0.005717593,0.114490741,164.87,169.87,1.46
5/17/2000,12:35:16,27.44,0.04,697,,36663,0.524491,36663.524,36663.52449,,0.008263889,0.12275463,176.77,181.77,1.5
5/17/2000,14:42:04,27.48,0.04,698,,36663,0.612546,36663.613,36663.61255,,0.088055556,0.210810185,303.57,308.57,1.54
5/17/2000,15:10:57,27.6,0.12,701,,36663,0.632604,36663.633,36663.6326,,0.02005787,0.230868056,332.45,337.45,1.66
5/17/2000,15:55:02,27.68,0.08,703,,36663,0.663218,36663.663,36663.66322,,0.030613426,0.261481481,376.53,381.53,1.74
5/17/2000,16:58:54,27.72,0.04,704,,36663,0.707569,36663.708,36663.70757,,0.044351852,0.305833333,440.40,445.40,1.78
,,,,,,,,,36663.70756,,,,,0.00,0
5/18/2000,1:47:24,27.76,0.04,705,,36664,0.074583,36664.075,36664.07458,1,0,0,0.00,5.00,0.04
5/18/2000,3:03:59,27.8,0.04,706,,36664,0.127766,36664.128,36664.12777,,0.05318287,0.05318287,76.58,81.58,0.08
5/18/2000,4:00:30,27.83,0.03,707,,36664,0.167014,36664.167,36664.16701,,0.039247685,0.092430556,133.10,138.10,0.11
5/18/2000,4:37:13,27.87,0.04,708,,36664,0.192512,36664.193,36664.19251,,0.025497685,0.117928241,169.82,174.82,0.15
,,,,,,,,,36664.1925,,,,,0.00,0
5/20/2000,13:04:14,28.07,0.04,713,,36666,0.544606,36666.545,36666.54461,1,0,0,0.00,5.00,0.04
5/20/2000,13:05:53,28.11,0.04,714,,36666,0.545752,36666.546,36666.54575,,0.001145833,0.001145833,1.65,6.65,0.08
5/20/2000,13:08:21,28.15,0.04,715,,36666,0.547465,36666.547,36666.54747,,0.001712963,0.002858796,4.12,9.12,0.12
,,,,,,,,,36666.54746,,,,,0.00,0
6/17/2000,2:21:08,28.35,0.04,720,,36694,0.098009,36694.098,36694.09801,1,0,0,0.00,5.00,0.04
6/17/2000,2:46:51,28.39,0.04,721,,36694,0.115868,36694.116,36694.11587,,0.017858796,0.017858796,25.72,30.72,0.08
6/17/2000,3:58:53,28.43,0.04,722,,36694,0.165891,36694.166,36694.16589,,0.050023148,0.067881944,97.75,102.75,0.12
,,,,,,,,,36694.16588,,,,,0.00,0
6/26/2000,0:51:43,28.5,0.04,724,,36703,0.035914,36703.036,36703.03591,1,0,0,0.00,5.00,0.04
6/26/2000,1:24:10,28.54,0.04,725,,36703,0.058449,36703.058,36703.05845,,0.022534722,0.022534722,32.45,37.45,0.08
6/26/2000,2:23:26,28.58,0.04,726,,36703,0.099606,36703.100,36703.09961,,0.041157407,0.06369213,91.72,96.72,0.12
6/26/2000,3:06:16,28.62,0.04,727,,36703,0.129352,36703.129,36703.12935,,0.02974537,0.0934375,134.55,139.55,0.16
6/26/2000,13:46:33,28.66,0.04,728,,36703,0.573993,36703.574,36703.57399,,0.444641204,0.538078704,774.83,779.83,0.2
6/26/2000,13:47:30,28.7,0.04,729,,36703,0.574653,36703.575,36703.57465,,0.000659722,0.538738426,775.78,780.78,0.24
6/26/2000,14:08:39,28.74,0.04,730,,36703,0.589340,36703.589,36703.58934,,0.0146875,0.553425926,796.93,801.93,0.28
6/26/2000,14:21:17,28.78,0.04,731,,36703,0.598113,36703.598,36703.59811,,0.008773148,0.562199074,809.57,814.57,0.32
6/26/2000,14:36:45,28.82,0.04,732,,36703,0.608854,36703.609,36703.60885,,0.010740741,0.572939815,825.03,830.03,0.36
6/26/2000,16:51:04,28.86,0.04,733,,36703,0.702130,36703.702,36703.70213,,0.093275463,0.666215278,959.35,964.35,0.4
6/26/2000,20:07:00,28.9,0.04,734,,36703,0.838194,36703.838,36703.83819,,0.136064815,0.802280093,1155.28,1160.28,0.44
,,,,,,,,,36703.83818,,,,,0.00,0
7/16/2000,21:44:52,29.06,0.04,738,,36723,0.906157,36723.906,36723.90616,1,0,0,0.00,5.00,0.04
7/16/2000,21:47:47,29.09,0.03,739,,36723,0.908183,36723.908,36723.90818,,0.002025463,0.002025463,2.92,7.92,0.07
7/16/2000,21:53:17,29.13,0.04,740,,36723,0.912002,36723.912,36723.912,,0.003819444,0.005844907,8.42,13.42,0.11
7/16/2000,22:01:42,29.17,0.04,741,,36723,0.917847,36723.918,36723.91785,,0.005844907,0.011689815,16.83,21.83,0.15
7/16/2000,22:14:58,29.25,0.08,743,,36723,0.927060,36723.927,36723.92706,,0.009212963,0.020902778,30.10,35.10,0.23
7/16/2000,22:16:17,29.29,0.04,744,,36723,0.927975,36723.928,36723.92797,,0.000914352,0.02181713,31.42,36.42,0.27
7/16/2000,22:17:32,29.33,0.04,745,,36723,0.928843,36723.929,36723.92884,,0.000868056,0.022685185,32.67,37.67,0.31
7/16/2000,22:18:35,29.37,0.04,746,,36723,0.929572,36723.930,36723.92957,,0.000729167,0.023414352,33.72,38.72,0.35
7/16/2000,22:19:37,29.41,0.04,747,,36723,0.930289,36723.930,36723.93029,,0.000717593,0.024131944,34.75,39.75,0.39
7/16/2000,22:21:32,29.49,0.08,749,,36723,0.931620,36723.932,36723.93162,,0.001331019,0.025462963,36.67,41.67,0.47
7/16/2000,22:22:55,29.53,0.04,750,,36723,0.932581,36723.933,36723.93258,,0.000960648,0.026423611,38.05,43.05,0.51
7/16/2000,22:26:00,29.61,0.08,752,,36723,0.934722,36723.935,36723.93472,,0.002141204,0.028564815,41.13,46.13,0.59
7/16/2000,22:32:11,29.76,0.15,756,,36723,0.939016,36723.939,36723.93902,,0.004293981,0.032858796,47.32,52.32,0.74
7/16/2000,22:33:30,29.8,0.04,757,,36723,0.939931,36723.940,36723.93993,,0.000914352,0.033773148,48.63,53.63,0.78
7/16/2000,22:35:33,29.84,0.04,758,,36723,0.941354,36723.941,36723.94135,,0.001423611,0.035196759,50.68,55.68,0.82
7/16/2000,22:36:57,29.88,0.04,759,,36723,0.942326,36723.942,36723.94233,,0.000972222,0.036168981,52.08,57.08,0.86
7/16/2000,22:38:33,29.92,0.04,760,,36723,0.943438,36723.943,36723.94344,,0.001111111,0.037280093,53.68,58.68,0.9
7/16/2000,22:41:15,29.96,0.04,761,,36723,0.945313,36723.945,36723.94531,,0.001875,0.039155093,56.38,61.38,0.94
7/16/2000,22:45:17,30,0.04,762,,36723,0.948113,36723.948,36723.94811,,0.002800926,0.041956019,60.42,65.42,0.98
7/16/2000,22:49:20,80.43,0.08,2043,,36723,0.950926,36723.951,36723.95093,,0.0028125,0.044768519,64.47,69.47,1.06
7/16/2000,22:54:35,30.12,0.04,765,,36723,0.954572,36723.955,36723.95457,,0.003645833,0.048414352,69.72,74.72,1.1
7/16/2000,22:59:19,30.16,0.04,766,,36723,0.957859,36723.958,36723.95786,,0.003287037,0.051701389,74.45,79.45,1.14
7/16/2000,23:11:06,30.2,0.04,767,,36723,0.966042,36723.966,36723.96604,,0.00818287,0.059884259,86.23,91.23,1.18
7/16/2000,23:37:07,30.24,0.04,768,,36723,0.984109,36723.984,36723.98411,,0.01806713,0.077951389,112.25,117.25,1.22
7/16/2000,23:44:23,30.28,0.04,769,,36723,0.989155,36723.989,36723.98916,,0.005046296,0.082997685,119.52,124.52,1.26
7/17/2000,0:04:01,30.35,0.07,771,,36724,0.002789,36724.003,36724.00279,,0.013634259,0.096631944,139.15,144.15,1.33
7/17/2000,0:44:12,30.39,0.04,772,,36724,0.030694,36724.031,36724.03069,,0.027905093,0.124537037,179.33,184.33,1.37
,,,,,,,,,36724.03068,,,,,0.00,0
7/17/2000,14:29:16,30.47,0.04,774,,36724,0.603657,36724.604,36724.60366,1,0,0,0.00,5.00,0.04
7/17/2000,14:47:02,30.51,0.04,775,,36724,0.615995,36724.616,36724.616,,0.012337963,0.012337963,17.77,22.77,0.08
7/17/2000,14:58:08,30.55,0.04,776,,36724,0.623704,36724.624,36724.6237,,0.007708333,0.020046296,28.87,33.87,0.12
7/17/2000,15:13:48,30.59,0.04,777,,36724,0.634583,36724.635,36724.63458,,0.01087963,0.030925926,44.53,49.53,0.16
,,,,,,,,,36724.63457,,,,,0.00,0
7/27/2000,10:15:05,30.63,0.04,778,,36734,0.427141,36734.427,36734.42714,1,0,0,0.00,5.00,0.04
7/27/2000,10:23:39,30.67,0.04,779,,36734,0.433090,36734.433,36734.43309,,0.005949074,0.005949074,8.57,13.57,0.08
7/27/2000,10:31:04,30.71,0.04,780,,36734,0.438241,36734.438,36734.43824,,0.005150463,0.011099537,15.98,20.98,0.12
,,,,,,,,,36734.43823,,,,,0.00,0
8/16/2000,20:12:19,31.02,0.04,788,,36754,0.841887,36754.842,36754.84189,1,0,0,0.00,5.00,0.04
8/16/2000,21:52:27,31.06,0.04,789,,36754,0.911424,36754.911,36754.91142,,0.069537037,0.069537037,100.13,105.13,0.08
8/16/2000,22:08:56,31.1,0.04,790,,36754,0.922870,36754.923,36754.92287,,0.011446759,0.080983796,116.62,121.62,0.12
,,,,,,,,,36754.92286,,,,,0.00,0
8/17/2000,15:56:29,31.14,0.04,791,,36755,0.664225,36755.664,36755.66422,1,0,0,0.00,5.00,0.04
8/17/2000,15:58:40,31.18,0.04,792,,36755,0.665741,36755.666,36755.66574,,0.001516204,0.001516204,2.18,7.18,0.08
8/17/2000,15:59:55,31.22,0.04,793,,36755,0.666609,36755.667,36755.66661,,0.000868056,0.002384259,3.43,8.43,0.12
8/17/2000,16:00:59,31.26,0.04,794,,36755,0.667350,36755.667,36755.66735,,0.000740741,0.003125,4.50,9.50,0.16
8/17/2000,16:02:06,31.3,0.04,795,,36755,0.668125,36755.668,36755.66813,,0.000775463,0.003900463,5.62,10.62,0.2
8/17/2000,16:03:04,31.34,0.04,796,,36755,0.668796,36755.669,36755.6688,,0.000671296,0.004571759,6.58,11.58,0.24
8/17/2000,16:04:53,31.38,0.04,797,,36755,0.670058,36755.670,36755.67006,,0.001261574,0.005833333,8.40,13.40,0.28
8/17/2000,16:06:35,31.42,0.04,798,,36755,0.671238,36755.671,36755.67124,,0.001180556,0.007013889,10.10,15.10,0.32
8/17/2000,16:16:19,31.46,0.04,799,,36755,0.677998,36755.678,36755.678,,0.006759259,0.013773148,19.83,24.83,0.36
8/17/2000,16:20:04,31.5,0.04,800,,36755,0.680602,36755.681,36755.6806,,0.002604167,0.016377315,23.58,28.58,0.4
8/17/2000,16:21:55,31.54,0.04,801,,36755,0.681887,36755.682,36755.68189,,0.001284722,0.017662037,25.43,30.43,0.44
8/17/2000,16:24:00,31.57,0.03,802,,36755,0.683333,36755.683,36755.68333,,0.001446759,0.019108796,27.52,32.52,0.47
8/17/2000,16:26:29,31.61,0.04,803,,36755,0.685058,36755.685,36755.68506,,0.001724537,0.020833333,30.00,35.00,0.51
8/17/2000,16:27:19,31.65,0.04,804,,36755,0.685637,36755.686,36755.68564,,0.000578704,0.021412037,30.83,35.83,0.55
8/17/2000,16:29:39,31.69,0.04,805,,36755,0.687257,36755.687,36755.68726,,0.00162037,0.023032407,33.17,38.17,0.59
8/17/2000,16:31:48,31.73,0.04,806,,36755,0.688750,36755.689,36755.68875,,0.001493056,0.024525463,35.32,40.32,0.63
8/17/2000,16:34:32,31.77,0.04,807,,36755,0.690648,36755.691,36755.69065,,0.001898148,0.026423611,38.05,43.05,0.67
8/17/2000,16:37:00,31.81,0.04,808,,36755,0.692361,36755.692,36755.69236,,0.001712963,0.028136574,40.52,45.52,0.71
8/17/2000,16:38:45,31.85,0.04,809,,36755,0.693576,36755.694,36755.69358,,0.001215278,0.029351852,42.27,47.27,0.75
8/17/2000,16:40:47,31.93,0.08,811,,36755,0.694988,36755.695,36755.69499,,0.001412037,0.030763889,44.30,49.30,0.83
8/17/2000,16:42:05,31.97,0.04,812,,36755,0.695891,36755.696,36755.69589,,0.000902778,0.031666667,45.60,50.60,0.87
8/17/2000,16:43:51,32.01,0.04,813,,36755,0.697118,36755.697,36755.69712,,0.001226852,0.032893519,47.37,52.37,0.91
8/17/2000,16:45:29,32.05,0.04,814,,36755,0.698252,36755.698,36755.69825,,0.001134259,0.034027778,49.00,54.00,0.95
8/17/2000,16:46:42,32.09,0.04,815,,36755,0.699097,36755.699,36755.6991,,0.000844907,0.034872685,50.22,55.22,0.99
8/17/2000,17:07:14,32.17,0.08,817,,36755,0.713356,36755.713,36755.71336,,0.014259259,0.049131944,70.75,75.75,1.07
8/17/2000,17:12:38,32.2,0.03,818,,36755,0.717106,36755.717,36755.71711,,0.00375,0.052881944,76.15,81.15,1.1
8/17/2000,17:27:00,32.24,0.04,819,,36755,0.727083,36755.727,36755.72708,,0.009976852,0.062858796,90.52,95.52,1.14
8/17/2000,17:44:11,32.28,0.04,820,,36755,0.739016,36755.739,36755.73902,,0.01193287,0.074791667,107.70,112.70,1.18
8/17/2000,18:11:45,32.32,0.04,821,,36755,0.758160,36755.758,36755.75816,,0.019143519,0.093935185,135.27,140.27,1.22
8/17/2000,18:21:11,32.36,0.04,822,,36755,0.764711,36755.765,36755.76471,,0.006550926,0.100486111,144.70,149.70,1.26
8/17/2000,18:27:02,32.4,0.04,823,,36755,0.768773,36755.769,36755.76877,,0.0040625,0.104548611,150.55,155.55,1.3
8/17/2000,18:41:52,32.44,0.04,824,,36755,0.779074,36755.779,36755.77907,,0.010300926,0.114849537,165.38,170.38,1.34
8/17/2000,18:55:15,32.48,0.04,825,,36755,0.788368,36755.788,36755.78837,,0.009293981,0.124143519,178.77,183.77,1.38
8/17/2000,19:24:12,32.56,0.08,827,,36755,0.808472,36755.808,36755.80847,,0.020104167,0.144247685,207.72,212.72,1.46
8/17/2000,20:51:40,32.64,0.08,829,,36755,0.869213,36755.869,36755.86921,,0.060740741,0.204988426,295.18,300.18,1.54
8/17/2000,21:56:29,32.68,0.04,830,,36755,0.914225,36755.914,36755.91422,,0.045011574,0.25,360.00,365.00,1.58
8/17/2000,22:05:24,32.72,0.04,831,,36755,0.920417,36755.920,36755.92042,,0.00619213,0.25619213,368.92,373.92,1.62
8/17/2000,22:17:05,32.76,0.04,832,,36755,0.928530,36755.929,36755.92853,,0.008113426,0.264305556,380.60,385.60,1.66
8/17/2000,23:35:49,32.8,0.04,833,,36755,0.983206,36755.983,36755.98321,,0.054675926,0.318981481,459.33,464.33,1.7
8/17/2000,23:54:05,32.83,0.03,834,,36755,0.995891,36755.996,36755.99589,,0.012685185,0.331666667,477.60,482.60,1.73
,,,,,,,,,36755.99588,,,,,0.00,0
8/28/2000,15:58:33,33.35,0.04,847,,36766,0.665660,36766.666,36766.66566,1,0,0,0.00,5.00,0.04
8/28/2000,16:03:47,33.39,0.04,848,,36766,0.669294,36766.669,36766.66929,,0.003634259,0.003634259,5.23,10.23,0.08
8/28/2000,16:06:46,33.43,0.04,849,,36766,0.671366,36766.671,36766.67137,,0.002071759,0.005706019,8.22,13.22,0.12
8/28/2000,16:07:38,33.46,0.03,850,,36766,0.671968,36766.672,36766.67197,,0.000601852,0.00630787,9.08,14.08,0.15
8/28/2000,16:09:12,33.5,0.04,851,,36766,0.673056,36766.673,36766.67306,,0.001087963,0.007395833,10.65,15.65,0.19
8/28/2000,16:10:41,33.54,0.04,852,,36766,0.674086,36766.674,36766.67409,,0.001030093,0.008425926,12.13,17.13,0.23
8/28/2000,16:12:48,33.58,0.04,853,,36766,0.675556,36766.676,36766.67556,,0.001469907,0.009895833,14.25,19.25,0.27
8/28/2000,16:19:12,33.62,0.04,854,,36766,0.680000,36766.680,36766.68,,0.004444444,0.014340278,20.65,25.65,0.31
,,,,,,,,,36766.67999,,,,,0.00,0
8/29/2000,0:47:28,33.74,0.04,857,,36767,0.032963,36767.033,36767.03296,1,0,0,0.00,5.00,0.04
8/29/2000,1:21:49,33.78,0.04,858,,36767,0.056817,36767.057,36767.05682,,0.023854167,0.023854167,34.35,39.35,0.08
8/29/2000,2:26:18,33.82,0.04,859,,36767,0.101597,36767.102,36767.1016,,0.044780093,0.068634259,98.83,103.83,0.12
,,,,,,,,,36767.10159,,,,,0.00,0
9/19/2000,22:59:11,34.17,0.04,868,,36788,0.957766,36788.958,36788.95777,1,0,0,0.00,5.00,0.04
9/19/2000,23:04:17,34.21,0.04,869,,36788,0.961308,36788.961,36788.96131,,0.003541667,0.003541667,5.10,10.10,0.08
9/19/2000,23:17:20,34.25,0.04,870,,36788,0.970370,36788.970,36788.97037,,0.0090625,0.012604167,18.15,23.15,0.12
9/19/2000,23:41:49,34.29,0.04,871,,36788,0.987373,36788.987,36788.98737,,0.017002315,0.029606481,42.63,47.63,0.16
,,,,,,,,,36788.98736,,,,,0.00,0
9/20/2000,0:19:43,34.33,0.04,872,,36789,0.013692,36789.014,36789.01369,1,0,0,0.00,5.00,0.04
9/20/2000,0:55:57,34.37,0.04,873,,36789,0.038854,36789.039,36789.03885,,0.025162037,0.025162037,36.23,41.23,0.08
9/20/2000,1:54:45,34.41,0.04,874,,36789,0.079688,36789.080,36789.07969,,0.040833333,0.06599537,95.03,100.03,0.12
9/20/2000,2:18:17,34.45,0.04,875,,36789,0.096030,36789.096,36789.09603,,0.016342593,0.082337963,118.57,123.57,0.16
9/20/2000,2:35:08,34.49,0.04,876,,36789,0.107731,36789.108,36789.10773,,0.011701389,0.094039352,135.42,140.42,0.2
9/20/2000,3:11:48,34.53,0.04,877,,36789,0.133194,36789.133,36789.13319,,0.025462963,0.119502315,172.08,177.08,0.24
9/20/2000,3:49:15,34.57,0.04,878,,36789,0.159201,36789.159,36789.1592,,0.026006944,0.145509259,209.53,214.53,0.28
9/20/2000,4:06:22,34.61,0.04,879,,36789,0.171088,36789.171,36789.17109,,0.011886574,0.157395833,226.65,231.65,0.32
,,,,,,,,,36789.17108,,,,,0.00,0
9/23/2000,15:14:11,34.88,0.04,886,,36792,0.634850,36792.635,36792.63485,1,0,0,0.00,5.00,0.04
9/23/2000,16:26:36,34.92,0.04,887,,36792,0.685139,36792.685,36792.68514,,0.050289352,0.050289352,72.42,77.42,0.08
9/23/2000,17:19:53,34.96,0.04,888,,36792,0.722141,36792.722,36792.72214,,0.037002315,0.087291667,125.70,130.70,0.12
9/23/2000,17:45:12,35,0.04,889,,36792,0.739722,36792.740,36792.73972,,0.017581019,0.104872685,151.02,156.02,0.16
9/23/2000,18:19:24,35.04,0.04,890,,36792,0.763472,36792.763,36792.76347,,0.02375,0.128622685,185.22,190.22,0.2
9/23/2000,18:52:02,35.08,0.04,891,,36792,0.786134,36792.786,36792.78613,,0.022662037,0.151284722,217.85,222.85,0.24
9/23/2000,20:26:35,35.12,0.04,892,,36792,0.851794,36792.852,36792.85179,,0.065659722,0.216944444,312.40,317.40,0.28
,,,,,,,,,36792.85178,,,,,0.00,0
4/11/2001,11:39:06,38.43,0.04,976,,36992,0.485486,36992.485,36992.48549,1,0,0,0.00,5.00,0.04
4/11/2001,11:43:57,38.46,0.03,977,,36992,0.488854,36992.489,36992.48885,,0.003368056,0.003368056,4.85,9.85,0.07
4/11/2001,11:49:19,38.5,0.04,978,,36992,0.492581,36992.493,36992.49258,,0.003726852,0.007094907,10.22,15.22,0.11
4/11/2001,11:54:28,38.54,0.04,979,,36992,0.496157,36992.496,36992.49616,,0.003576389,0.010671296,15.37,20.37,0.15
4/11/2001,11:59:12,38.58,0.04,980,,36992,0.499444,36992.499,36992.49944,,0.003287037,0.013958333,20.10,25.10,0.19
4/11/2001,12:04:11,38.62,0.04,981,,36992,0.502905,36992.503,36992.50291,,0.003460648,0.017418981,25.08,30.08,0.23
4/11/2001,12:10:46,38.66,0.04,982,,36992,0.507477,36992.507,36992.50748,,0.004571759,0.021990741,31.67,36.67,0.27
4/11/2001,12:19:50,38.7,0.04,983,,36992,0.513773,36992.514,36992.51377,,0.006296296,0.028287037,40.73,45.73,0.31
4/11/2001,12:29:52,38.74,0.04,984,,36992,0.520741,36992.521,36992.52074,,0.006967593,0.03525463,50.77,55.77,0.35
4/11/2001,12:43:28,38.78,0.04,985,,36992,0.530185,36992.530,36992.53019,,0.009444444,0.044699074,64.37,69.37,0.39
4/11/2001,13:05:12,38.82,0.04,986,,36992,0.545278,36992.545,36992.54528,,0.015092593,0.059791667,86.10,91.10,0.43
,,,,,,,,,36992.54527,,,,,0.00,0
4/22/2001,3:07:14,38.94,0.08,989,,37003,0.130023,37003.130,37003.13002,1,0,0,0.00,5.00,0.08
4/22/2001,3:52:53,38.98,0.04,990,,37003,0.161725,37003.162,37003.16172,,0.031701389,0.031701389,45.65,50.65,0.12
4/22/2001,4:54:59,39.02,0.04,991,,37003,0.204850,37003.205,37003.20485,,0.043125,0.074826389,107.75,112.75,0.16
,,,,,,,,,37003.20484,,,,,0.00,0
5/3/2001,11:12:59,39.45,0.04,1002,,37014,0.467350,37014.467,37014.46735,1,0,0,0.00,5.00,0.04
5/3/2001,11:34:37,39.49,0.04,1003,,37014,0.482373,37014.482,37014.48237,,0.015023148,0.015023148,21.63,26.63,0.08
5/3/2001,12:05:32,39.53,0.04,1004,,37014,0.503843,37014.504,37014.50384,,0.021469907,0.036493056,52.55,57.55,0.12
5/3/2001,12:35:06,39.57,0.04,1005,,37014,0.524375,37014.524,37014.52438,,0.020532407,0.057025463,82.12,87.12,0.16
5/3/2001,12:58:28,39.61,0.04,1006,,37014,0.540602,37014.541,37014.5406,,0.016226852,0.073252315,105.48,110.48,0.2
5/3/2001,13:41:35,39.65,0.04,1007,,37014,0.570544,37014.571,37014.57054,,0.02994213,0.103194444,148.60,153.60,0.24
,,,,,,,,,37014.57053,,,,,0.00,0
5/4/2001,7:23:27,39.76,0.04,1010,,37015,0.307951,37015.308,37015.30795,1,0,0,0.00,5.00,0.04
5/4/2001,7:44:34,39.8,0.04,1011,,37015,0.322616,37015.323,37015.32262,,0.014664352,0.014664352,21.12,26.12,0.08
5/4/2001,8:07:42,39.84,0.04,1012,,37015,0.338681,37015.339,37015.33868,,0.016064815,0.030729167,44.25,49.25,0.12
5/4/2001,8:36:46,39.88,0.04,1013,,37015,0.358866,37015.359,37015.35887,,0.020185185,0.050914352,73.32,78.32,0.16
5/4/2001,9:14:59,39.92,0.04,1014,,37015,0.385405,37015.385,37015.38541,,0.026539352,0.077453704,111.53,116.53,0.2
5/4/2001,9:43:26,39.96,0.04,1015,,37015,0.405162,37015.405,37015.40516,,0.019756944,0.097210648,139.98,144.98,0.24
5/4/2001,10:04:18,40,0.04,1016,,37015,0.419653,37015.420,37015.41965,,0.014490741,0.111701389,160.85,165.85,0.28
5/4/2001,10:20:23,40.04,0.04,1017,,37015,0.430822,37015.431,37015.43082,,0.011168981,0.12287037,176.93,181.93,0.32
5/4/2001,10:48:32,40.08,0.04,1018,,37015,0.450370,37015.450,37015.45037,,0.019548611,0.142418981,205.08,210.08,0.36
5/4/2001,12:28:10,40.12,0.04,1019,,37015,0.519560,37015.520,37015.51956,,0.069189815,0.211608796,304.72,309.72,0.4
,,,,,,,,,37015.51955,,,,,0.00,0
5/5/2001,0:29:48,40.28,0.04,1023,,37016,0.020694,37016.021,37016.02069,1,0,0,0.00,5.00,0.04
5/5/2001,0:46:13,40.31,0.03,1024,,37016,0.032095,37016.032,37016.03209,,0.011400463,0.011400463,16.42,21.42,0.07
5/5/2001,1:03:50,40.35,0.04,1025,,37016,0.044329,37016.044,37016.04433,,0.012233796,0.023634259,34.03,39.03,0.11
5/5/2001,1:18:06,40.39,0.04,1026,,37016,0.054236,37016.054,37016.05424,,0.009907407,0.033541667,48.30,53.30,0.15
5/5/2001,1:32:47,40.43,0.04,1027,,37016,0.064433,37016.064,37016.06443,,0.010196759,0.043738426,62.98,67.98,0.19
5/5/2001,1:47:15,40.47,0.04,1028,,37016,0.074479,37016.074,37016.07448,,0.010046296,0.053784722,77.45,82.45,0.23
