Date,Time,inches,inches,Raw,Alarm,Date,Time,Date/Time,Within 1 day,Winter,Zeros
4/17/2015,13:21:34,25.2,0.04,640,,42111,0.556644,42111.557,0.04,1,1
4/17/2015,13:12:54,25.16,0.04,639,,42111,0.550625,42111.551,0.04,1,1
4/17/2015,13:05:18,25.12,0.04,638,,42111,0.545347,42111.545,0.04,1,1
4/17/2015,12:55:40,25.08,0.04,637,,42111,0.538657,42111.539,0.04,1,1
4/17/2015,12:48:22,25.04,0.04,636,,42111,0.533588,42111.534,0.04,1,1
4/17/2015,12:42:03,25,0.04,635,,42111,0.529201,42111.529,0.04,1,1
4/17/2015,12:36:55,24.96,0.04,634,,42111,0.525637,42111.526,0.04,1,1
4/17/2015,12:30:22,24.92,0.08,633,,42111,0.521088,42111.521,0.08,1,1
4/17/2015,12:17:34,24.84,0.04,631,,42111,0.512199,42111.512,0.04,1,1
4/17/2015,12:11:56,24.8,0.04,630,,42111,0.508287,42111.508,0.04,1,1
4/17/2015,12:05:45,24.76,0.04,629,,42111,0.503993,42111.504,0.04,1,1
4/17/2015,12:00:21,24.72,0.04,628,,42111,0.500243,42111.500,0.04,1,1
4/17/2015,11:53:04,24.69,0.04,627,,42111,0.495185,42111.495,0.04,1,1
4/17/2015,11:42:44,24.65,0.04,626,,42111,0.488009,42111.488,0.04,1,1
4/17/2015,11:24:45,24.61,0.04,625,,42111,0.475521,42111.476,0.04,1,1
4/17/2015,11:07:39,24.57,0.04,624,,42111,0.463646,42111.464,0.04,1,1
4/17/2015,10:34:24,24.53,0.04,623,,42111,0.440556,42111.441,0.04,1,1
4/17/2015,10:29:42,24.49,0.04,622,,42111,0.437292,42111.437,0.04,1,1
4/17/2015,10:21:49,24.45,0.04,621,,42111,0.431817,42111.432,0.04,1,1
4/17/2015,10:12:26,24.41,0.04,620,,42111,0.425301,42111.425,0.04,1,1
4/17/2015,10:01:52,24.37,0.04,619,,42111,0.417963,42111.418,0.04,1,1
4/17/2015,9:51:34,24.33,0.04,618,,42111,0.410810,42111.411,0.04,1,1
4/17/2015,9:40:26,24.29,0.04,617,,42111,0.403079,42111.403,0.04,1,1
4/17/2015,9:33:10,24.25,0.08,616,,42111,0.398032,42111.398,0.08,1,#REF!
4/17/2015,9:06:45,24.17,0.04,614,,42111,0.379688,42111.380,#REF!,1,#REF!
,,,,,,,,,,,
4/16/2015,14:45:03,24.06,0.04,611,,42110,0.614618,42110.615,#REF!,1,#REF!
4/16/2015,14:27:11,24.02,0.04,610,,42110,0.602211,42110.602,0.04,1,#REF!
4/16/2015,14:02:12,23.98,0.04,609,,42110,0.584861,42110.585,0.04,1,1
4/16/2015,13:48:06,23.94,0.04,608,,42110,0.575069,42110.575,0.04,1,1
4/16/2015,13:35:55,23.9,0.04,607,,42110,0.566609,42110.567,0.04,1,1
4/16/2015,13:23:11,23.86,0.04,606,,42110,0.557766,42110.558,0.04,1,1
4/16/2015,13:12:34,23.82,0.04,605,,42110,0.550394,42110.550,0.04,1,#REF!
4/16/2015,13:00:36,23.78,0.04,604,,42110,0.542083,42110.542,#REF!,1,#REF!
,,,,,,,,,,,
9/29/2014,22:12:51,21.14,0.04,537,,41911,0.925590,41911.926,#REF!,1,#REF!
9/29/2014,21:46:36,21.1,0.04,536,,41911,0.907361,41911.907,#REF!,1,#REF!
9/29/2014,20:49:36,21.06,0.04,535,,41911,0.867778,41911.868,#REF!,1,#REF!
9/29/2014,20:40:06,21.02,0.04,534,,41911,0.861181,41911.861,0.04,1,#REF!
,,,,,,,,,,,
9/29/2014,16:52:03,20.98,0.08,533,,41911,0.702813,41911.703,0.08,1,1
9/29/2014,16:19:05,20.91,0.04,531,,41911,0.679919,41911.680,0.04,1,1
9/29/2014,15:52:42,20.87,0.04,530,,41911,0.661597,41911.662,0.04,1,1
9/29/2014,15:47:04,20.83,0.04,529,,41911,0.657685,41911.658,0.04,1,1
9/29/2014,15:46:10,20.79,0.04,528,,41911,0.657060,41911.657,0.04,1,1
9/29/2014,15:45:19,20.75,0.04,527,,41911,0.656470,41911.656,0.04,1,1
9/29/2014,15:44:29,20.71,0.04,526,,41911,0.655891,41911.656,0.04,1,1
9/29/2014,15:43:00,20.67,0.04,525,,41911,0.654861,41911.655,0.04,1,1
9/29/2014,15:37:34,20.63,0.04,524,,41911,0.651088,41911.651,0.04,1,1
9/29/2014,15:23:50,20.59,0.04,523,,41911,0.641551,41911.642,0.04,1,1
9/29/2014,14:40:41,20.55,0.08,522,,41911,0.611586,41911.612,0.08,1,1
9/29/2014,14:14:26,20.47,0.04,520,,41911,0.593356,41911.593,0.04,1,1
9/29/2014,14:13:04,20.43,0.04,519,,41911,0.592407,41911.592,0.04,1,1
9/29/2014,14:11:41,20.39,0.04,518,,41911,0.591447,41911.591,0.04,1,#REF!
9/29/2014,14:07:54,20.35,0.04,517,,41911,0.588819,41911.589,#REF!,1,#REF!
,,,,,,,,,,,
9/22/2014,15:41:21,20.16,0.04,512,,41904,0.653715,41904.654,#REF!,1,#REF!
9/22/2014,15:37:54,20.12,0.08,511,,41904,0.651319,41904.651,#REF!,1,#REF!
,,,,,,,,,,,
9/21/2014,21:42:10,19.96,0.04,507,,41903,0.904282,41903.904,#REF!,1,#REF!
9/21/2014,21:34:35,19.92,0.08,506,,41903,0.899016,41903.899,#REF!,1,#REF!
9/21/2014,21:01:17,19.84,0.04,504,,41903,0.875891,41903.876,#REF!,1,#REF!
9/21/2014,20:52:09,19.8,0.04,503,,41903,0.869549,41903.870,0.04,1,#REF!
9/21/2014,20:39:25,19.76,0.04,502,,41903,0.860706,41903.861,0.04,1,1
9/21/2014,20:33:41,19.72,0.04,501,,41903,0.856725,41903.857,0.04,1,1
9/21/2014,20:25:22,19.69,0.04,500,,41903,0.850949,41903.851,0.04,1,1
9/21/2014,20:15:14,19.65,0.04,499,,41903,0.843912,41903.844,0.04,1,1
9/21/2014,20:11:58,19.61,0.04,498,,41903,0.841644,41903.842,0.04,1,#REF!
9/21/2014,20:03:31,19.57,0.04,497,,41903,0.835775,41903.836,#REF!,1,#REF!
,,,,,,,,,,,
9/9/2014,14:38:55,19.25,0.04,489,,41891,0.610359,41891.610,#REF!,1,#REF!
9/9/2014,14:19:45,19.21,0.04,488,,41891,0.597049,41891.597,0.04,1,#REF!
9/9/2014,14:01:11,19.17,0.04,487,,41891,0.584155,41891.584,#REF!,1,#REF!
,,,,,,,,,,,
9/5/2014,1:20:54,19.02,0.04,483,,41887,0.056181,41887.056,#REF!,1,#REF!
9/5/2014,1:13:31,18.98,0.04,482,,41887,0.051053,41887.051,0.04,1,#REF!
9/5/2014,0:52:45,18.94,0.08,481,,41887,0.036632,41887.037,0.08,1,1
,,,,,,,,,,,
9/4/2014,23:20:42,18.86,0.04,479,,41886,0.972708,41886.973,0.04,1,1
9/4/2014,23:09:16,18.82,0.04,478,,41886,0.964769,41886.965,0.04,1,1
9/4/2014,22:50:04,18.78,0.04,477,,41886,0.951435,41886.951,0.04,1,1
9/4/2014,22:36:14,18.74,0.04,476,,41886,0.941829,41886.942,0.04,1,1
9/4/2014,22:24:21,18.7,0.04,475,,41886,0.933576,41886.934,0.04,1,#REF!
9/4/2014,21:53:53,18.66,0.04,474,,41886,0.912419,41886.912,#REF!,1,#REF!
9/4/2014,20:39:42,18.62,0.04,473,,41886,0.860903,41886.861,#REF!,1,#REF!
9/4/2014,20:22:50,18.58,0.04,472,,41886,0.849190,41886.849,0.04,1,#REF!
9/4/2014,20:09:15,18.54,0.04,471,,41886,0.839757,41886.840,0.04,1,1
9/4/2014,19:01:27,18.5,0.04,470,,41886,0.792674,41886.793,0.04,1,#REF!
9/4/2014,18:01:30,18.46,0.04,469,,41886,0.751042,41886.751,#REF!,1,#REF!
,,,,,,,,,,,
,,,,,,,,,,,
8/20/2014,9:04:19,18.15,0.16,461,,41871,0.377998,41871.378,#REF!,1,#REF!
8/20/2014,8:27:58,17.99,0.04,457,,41871,0.352755,41871.353,0.04,1,#REF!
8/20/2014,8:27:33,17.95,0.04,456,,41871,0.352465,41871.352,#REF!,1,#REF!
,,,,,,,,,,,
8/15/2014,16:30:27,17.91,0.04,455,,41866,0.687813,41866.688,#REF!,1,#REF!
8/15/2014,16:25:30,17.87,0.04,454,,41866,0.684375,41866.684,0.04,1,#REF!
8/15/2014,16:13:45,17.83,0.04,453,,41866,0.676215,41866.676,#REF!,1,#REF!
,,,,,,,,,,,
8/7/2014,12:44:14,17.8,0.04,452,,41858,0.530718,41858.531,#REF!,1,#REF!
8/7/2014,12:34:48,17.76,0.04,451,,41858,0.524167,41858.524,0.04,1,#REF!
8/7/2014,12:33:38,17.72,0.08,450,,41858,0.523356,41858.523,0.08,1,1
8/7/2014,12:32:38,17.64,0.04,448,,41858,0.522662,41858.523,0.04,1,1
8/7/2014,12:31:28,17.6,0.04,447,,41858,0.521852,41858.522,0.04,1,1
8/7/2014,12:30:58,17.56,0.04,446,,41858,0.521505,41858.522,0.04,1,1
8/7/2014,12:30:28,17.52,0.04,445,,41858,0.521157,41858.521,0.04,1,#REF!
8/7/2014,12:29:58,17.48,0.04,444,,41858,0.520810,41858.521,#REF!,1,#REF!
,,,,,,,,,,,
7/30/2014,22:17:52,17.4,0.04,442,,41850,0.929074,41850.929,#REF!,1,#REF!
7/30/2014,20:15:51,17.36,0.04,441,,41850,0.844340,41850.844,#REF!,1,#REF!
7/30/2014,20:08:01,17.32,0.04,440,,41850,0.838900,41850.839,0.04,1,#REF!
7/30/2014,19:15:34,17.28,0.04,439,,41850,0.802477,41850.802,0.04,1,1
7/30/2014,19:00:25,17.24,0.04,438,,41850,0.791956,41850.792,0.04,1,1
7/30/2014,18:50:19,17.2,0.04,437,,41850,0.784942,41850.785,0.04,1,1
7/30/2014,18:44:10,17.17,0.08,436,,41850,0.780671,41850.781,0.08,1,1
7/30/2014,17:28:53,17.09,0.04,434,,41850,0.728391,41850.728,0.04,1,1
7/30/2014,17:09:08,17.05,0.04,433,,41850,0.714676,41850.715,0.04,1,1
7/30/2014,16:51:38,17.01,0.04,432,,41850,0.702523,41850.703,0.04,1,#REF!
7/30/2014,16:35:11,16.97,0.04,431,,41850,0.691100,41850.691,#REF!,1,#REF!
,,,,,,,,,,,
7/30/2014,5:29:19,16.26,0.04,413,,41850,0.228692,41850.229,#REF!,1,#REF!
7/30/2014,5:03:35,16.22,0.04,412,,41850,0.210822,41850.211,0.04,1,#REF!
7/30/2014,4:34:35,16.18,0.04,411,,41850,0.190683,41850.191,0.04,1,1
7/30/2014,3:52:33,16.14,0.04,410,,41850,0.161493,41850.161,0.04,1,1
7/30/2014,2:47:42,16.1,0.04,409,,41850,0.116458,41850.116,0.04,1,#REF!
7/30/2014,2:26:09,16.06,0.04,408,,41850,0.101493,41850.101,#REF!,1,#REF!
,,,,,,,,,,,
7/29/2014,19:04:47,15.94,0.04,405,,41849,0.794988,41849.795,#REF!,1,#REF!
7/29/2014,18:56:43,15.91,0.04,404,,41849,0.789387,41849.789,0.04,1,#REF!
7/29/2014,18:44:27,15.87,0.04,403,,41849,0.780868,41849.781,0.04,1,1
7/29/2014,16:20:37,15.83,0.04,402,,41849,0.680984,41849.681,0.04,1,#REF!
7/29/2014,16:00:17,15.79,0.08,401,,41849,0.666863,41849.667,#REF!,1,#REF!
,,,,,,,,,,,
7/25/2014,20:20:53,15.67,0.04,398,,41845,0.847836,41845.848,#REF!,1,#REF!
7/25/2014,19:09:23,15.63,0.04,397,,41845,0.798183,41845.798,0.04,1,#REF!
7/25/2014,19:03:04,15.59,0.04,396,,41845,0.793796,41845.794,#REF!,1,#REF!
,,,,,,,,,,,
7/22/2014,9:28:16,15.47,0.04,393,,41842,0.394630,41842.395,#REF!,1,#REF!
7/22/2014,9:15:21,15.43,0.04,392,,41842,0.385660,41842.386,#REF!,1,#REF!
7/22/2014,8:59:21,15.39,0.04,391,,41842,0.374549,41842.375,#REF!,1,#REF!
7/22/2014,8:49:12,15.35,0.04,390,,41842,0.367500,41842.368,#REF!,1,#REF!
,,,,,,,,,,,
7/16/2014,21:39:56,15.28,0.04,388,,41836,0.902731,41836.903,#REF!,1,#REF!
7/16/2014,20:58:22,15.24,0.04,387,,41836,0.873866,41836.874,#REF!,1,#REF!
7/16/2014,20:43:05,15.2,0.04,386,,41836,0.863252,41836.863,#REF!,1,#REF!
,,,,,,,,,,,
7/12/2014,20:25:21,15.04,0.04,382,,41832,0.850938,41832.851,#REF!,1,#REF!
7/12/2014,20:09:26,15,0.04,381,,41832,0.839884,41832.840,0.04,1,#REF!
7/12/2014,20:00:28,14.96,0.04,380,,41832,0.833657,41832.834,0.04,1,1
7/12/2014,19:11:57,14.92,0.04,379,,41832,0.799965,41832.800,0.04,1,1
7/12/2014,19:05:43,14.88,0.04,378,,41832,0.795637,41832.796,0.04,1,1
7/12/2014,19:01:51,14.84,0.04,377,,41832,0.792951,41832.793,0.04,1,1
7/12/2014,18:58:22,14.8,0.04,376,,41832,0.790532,41832.791,0.04,1,#REF!
7/12/2014,18:48:12,14.76,0.04,375,,41832,0.783472,41832.783,#REF!,1,#REF!
,,,,,,,,,,,
7/7/2014,22:30:33,14.53,0.04,369,,41827,0.937882,41827.938,#REF!,1,#REF!
7/7/2014,21:22:23,14.49,0.04,368,,41827,0.890544,41827.891,0.04,1,#REF!
7/7/2014,21:18:21,14.45,0.04,367,,41827,0.887743,41827.888,0.04,1,#REF!
7/7/2014,21:16:43,14.41,0.08,366,,41827,0.886609,41827.887,#REF!,1,#REF!
,,,,,,,,,,,
6/8/2014,22:50:33,13.82,0.04,351,,41798,0.951771,41798.952,#REF!,1,#REF!
6/8/2014,20:07:17,13.78,0.04,350,,41798,0.838391,41798.838,#REF!,1,#REF!
6/8/2014,19:51:31,13.74,0.04,349,,41798,0.827442,41798.827,0.04,1,#REF!
6/8/2014,18:56:50,13.7,0.04,348,,41798,0.789468,41798.789,0.04,1,1
6/8/2014,16:54:53,13.66,0.04,347,,41798,0.704780,41798.705,0.04,1,1
6/8/2014,16:25:23,13.62,0.04,346,,41798,0.684294,41798.684,0.04,1,1
6/8/2014,15:49:13,13.58,0.04,345,,41798,0.659178,41798.659,0.04,1,1
6/8/2014,15:33:00,13.54,0.04,344,,41798,0.647917,41798.648,0.04,1,#REF!
6/8/2014,14:54:48,13.5,0.04,343,,41798,0.621389,41798.621,#REF!,1,#REF!
,,,,,,,,,,,
5/30/2014,16:04:37,13.31,0.04,338,,41789,0.669873,41789.670,#REF!,1,#REF!
5/30/2014,16:00:11,13.27,0.04,337,,41789,0.666794,41789.667,0.04,1,#REF!
5/30/2014,15:32:30,13.23,0.04,336,,41789,0.647569,41789.648,0.04,1,#REF!
5/30/2014,15:27:24,13.19,0.04,335,,41789,0.644028,41789.644,#REF!,1,#REF!
,,,,,,,,,,,
9/27/2013,20:41:58,10.79,0.04,274,,41544,0.862477,41544.862,#REF!,1,#REF!
9/27/2013,20:32:53,10.75,0.04,273,,41544,0.856169,41544.856,0.04,1,#REF!
9/27/2013,19:29:55,10.71,0.04,272,,41544,0.812442,41544.812,0.04,1,1
9/27/2013,19:08:42,10.67,0.04,271,,41544,0.797708,41544.798,0.04,1,#REF!
9/27/2013,18:30:01,10.63,0.04,270,,41544,0.770845,41544.771,#REF!,1,#REF!
,,,,,,,,,,,
9/23/2013,3:24:18,10.51,0.08,267,,41540,0.141875,41540.142,#REF!,1,#REF!
9/23/2013,2:41:22,10.43,0.04,265,,41540,0.112060,41540.112,#REF!,1,#REF!
9/23/2013,2:30:07,10.39,0.04,264,,41540,0.104248,41540.104,0.04,1,#REF!
9/23/2013,2:17:35,10.35,0.04,263,,41540,0.095544,41540.096,0.04,1,1
9/23/2013,2:04:41,10.31,0.04,262,,41540,0.086586,41540.087,0.04,1,1
9/23/2013,1:48:47,10.28,0.04,261,,41540,0.075544,41540.076,0.04,1,1
9/23/2013,1:21:40,10.24,0.04,260,,41540,0.056713,41540.057,0.04,1,1
9/23/2013,0:59:24,10.2,0.04,259,,41540,0.041250,41540.041,0.04,1,1
9/23/2013,0:38:41,10.16,0.04,258,,41540,0.026863,41540.027,0.04,1,#REF!
9/23/2013,0:18:06,10.12,0.04,257,,41540,0.012569,41540.013,#REF!,1,#REF!
,,,,,,,,,,,
9/15/2013,17:29:10,10,0.04,254,,41532,0.728588,41532.729,#REF!,1,#REF!
9/15/2013,17:16:12,9.96,0.04,253,,41532,0.719583,41532.720,0.04,1,#REF!
9/15/2013,17:08:32,9.92,0.2,252,,41532,0.714259,41532.714,0.2,1,1
9/15/2013,16:45:02,9.72,0.04,247,,41532,0.697940,41532.698,0.04,1,1
9/15/2013,16:43:13,9.69,0.04,246,,41532,0.696678,41532.697,0.04,1,1
9/15/2013,16:41:12,9.65,0.04,245,,41532,0.695278,41532.695,0.04,1,1
9/15/2013,16:30:42,9.61,0.08,244,,41532,0.687986,41532.688,0.08,1,1
9/15/2013,16:05:31,9.53,0.04,242,,41532,0.670498,41532.670,0.04,1,1
9/15/2013,15:58:47,9.49,0.04,241,,41532,0.665822,41532.666,0.04,1,1
9/15/2013,14:43:59,9.45,0.04,240,,41532,0.613877,41532.614,0.04,1,1
,,,,,,,,,,,
9/15/2013,11:33:02,9.41,0.04,239,,41532,0.481273,41532.481,0.04,1,1
9/15/2013,11:19:14,9.37,0.08,238,,41532,0.471690,41532.472,0.08,1,1
9/15/2013,10:17:23,9.29,0.04,236,,41532,0.428738,41532.429,0.04,1,1
9/15/2013,9:54:05,9.25,0.04,235,,41532,0.412558,41532.413,0.04,1,#REF!
9/15/2013,9:08:19,9.21,0.04,234,,41532,0.380775,41532.381,#REF!,1,#REF!
,,,,,,,,,,,
9/13/2013,8:17:43,9.17,0.04,233,,41530,0.345637,41530.346,#REF!,1,#REF!
9/13/2013,8:03:26,9.13,0.04,232,,41530,0.335718,41530.336,0.04,1,#REF!
9/13/2013,7:49:27,9.09,0.04,231,,41530,0.326007,41530.326,0.04,1,#REF!
9/13/2013,7:44:09,9.06,0.16,230,,41530,0.322326,41530.322,#REF!,1,#REF!
,,,,,,,,,,,
9/12/2013,22:55:12,8.82,0.28,224,,41529,0.955000,41529.955,#REF!,1,#REF!
,,,,,,,,,,,
9/12/2013,9:00:47,8.54,0.08,217,,41529,0.375544,41529.376,0.08,1,#REF!
9/12/2013,8:19:25,8.46,0.04,215,,41529,0.346817,41529.347,0.04,1,1
9/12/2013,7:43:15,8.43,0.04,214,,41529,0.321701,41529.322,0.04,1,1
9/12/2013,7:02:29,8.39,0.04,213,,41529,0.293391,41529.293,0.04,1,1
9/12/2013,6:45:38,8.35,0.08,212,,41529,0.281690,41529.282,0.08,1,1
9/12/2013,5:29:56,8.27,0.04,210,,41529,0.229120,41529.229,0.04,1,1
9/12/2013,5:25:03,8.23,0.04,209,,41529,0.225729,41529.226,0.04,1,1
9/12/2013,5:20:25,8.19,0.2,208,,41529,0.222512,41529.223,0.2,1,1
,,,,,,,,,,,
9/12/2013,3:20:35,7.99,0.04,203,,41529,0.139294,41529.139,0.04,1,1
9/12/2013,3:17:30,7.95,0.04,202,,41529,0.137153,41529.137,0.04,1,1
9/12/2013,3:15:08,7.91,0.04,201,,41529,0.135509,41529.136,0.04,1,1
9/12/2013,3:12:45,7.87,0.04,200,,41529,0.133854,41529.134,0.04,1,1
9/12/2013,3:11:16,7.83,0.04,199,,41529,0.132824,41529.133,0.04,1,1
9/12/2013,3:05:51,7.8,0.04,198,,41529,0.129063,41529.129,0.04,1,1
9/12/2013,2:54:03,7.76,0.04,197,,41529,0.120868,41529.121,0.04,1,1
9/12/2013,2:44:59,7.72,0.04,196,,41529,0.114572,41529.115,0.04,1,1
9/12/2013,2:43:41,7.68,0.04,195,,41529,0.113669,41529.114,0.04,1,#REF!
9/12/2013,2:14:11,7.64,0.04,194,,41529,0.093183,41529.093,#REF!,1,#REF!
,,,,,,,,,,,
9/11/2013,10:48:44,7.52,0.04,191,,41528,0.450509,41528.451,#REF!,1,#REF!
9/11/2013,10:35:53,7.48,0.12,190,,41528,0.441586,41528.442,0.12,1,#REF!
9/11/2013,9:27:40,7.36,0.08,187,,41528,0.394213,41528.394,0.08,1,1
,,,,,,,,,,,
9/11/2013,2:44:02,7.28,0.04,185,,41528,0.113912,41528.114,0.04,1,1
9/11/2013,1:16:45,7.24,0.04,184,,41528,0.053299,41528.053,0.04,1,1
9/11/2013,1:06:50,7.2,0.08,183,,41528,0.046412,41528.046,0.08,1,1
,,,,,,,,,,,
9/10/2013,16:58:59,7.13,0.04,181,,41527,0.707627,41527.708,0.04,1,1
9/10/2013,16:52:53,7.09,0.08,180,,41527,0.703391,41527.703,0.08,1,1
9/10/2013,16:45:39,7.01,0.04,178,,41527,0.698368,41527.698,0.04,1,1
9/10/2013,16:15:48,6.97,0.04,177,,41527,0.677639,41527.678,0.04,1,1
9/10/2013,16:07:30,6.93,0.04,176,,41527,0.671875,41527.672,0.04,1,1
9/10/2013,16:03:06,6.89,0.04,175,,41527,0.668819,41527.669,0.04,1,1
9/10/2013,16:00:03,6.85,0.04,174,,41527,0.666701,41527.667,0.04,1,1
9/10/2013,15:57:48,6.81,0.04,173,,41527,0.665139,41527.665,0.04,1,1
9/10/2013,15:52:35,6.77,0.04,172,,41527,0.661516,41527.662,0.04,1,1
9/10/2013,15:46:30,6.73,0.08,171,,41527,0.657292,41527.657,0.08,1,1
9/10/2013,15:38:49,6.65,0.04,169,,41527,0.651956,41527.652,0.04,1,1
9/10/2013,15:30:05,6.61,0.04,168,,41527,0.645891,41527.646,0.04,1,#REF!
9/10/2013,15:24:20,6.57,0.04,167,,41527,0.641898,41527.642,#REF!,1,#REF!
,,,,,,,,,,,
8/22/2013,18:48:36,6.38,0.04,162,,41508,0.783750,41508.784,#REF!,1,#REF!
8/22/2013,18:24:43,6.34,0.04,161,,41508,0.767164,41508.767,0.04,1,#REF!
8/22/2013,18:22:00,6.3,0.04,160,,41508,0.765278,41508.765,0.04,1,1
8/22/2013,18:20:20,6.26,0.04,159,,41508,0.764120,41508.764,0.04,1,1
8/22/2013,18:19:12,6.22,0.04,158,,41508,0.763333,41508.763,0.04,1,1
8/22/2013,18:17:13,6.18,0.08,157,,41508,0.761956,41508.762,0.08,1,1
8/22/2013,18:11:46,6.1,0.04,155,,41508,0.758171,41508.758,0.04,1,1
8/22/2013,18:05:54,6.06,0.04,154,,41508,0.754097,41508.754,0.04,1,1
8/22/2013,18:02:06,6.02,0.04,153,,41508,0.751458,41508.751,0.04,1,#REF!
8/22/2013,17:21:39,5.98,0.04,152,,41508,0.723368,41508.723,#REF!,1,#REF!
,,,,,,,,,,,
8/8/2013,21:33:16,5.63,0.04,143,,41494,0.898102,41494.898,#REF!,1,#REF!
8/8/2013,20:48:00,5.59,0.12,142,,41494,0.866667,41494.867,0.12,1,#REF!
8/8/2013,20:38:55,5.47,0.04,139,,41494,0.860359,41494.860,0.04,1,1
8/8/2013,20:36:30,5.43,0.04,138,,41494,0.858681,41494.859,0.04,1,1
8/8/2013,20:23:29,5.39,0.04,137,,41494,0.849641,41494.850,0.04,1,1
8/8/2013,20:19:29,5.35,0.04,136,,41494,0.846863,41494.847,0.04,1,1
8/8/2013,20:17:52,5.31,0.08,135,,41494,0.845741,41494.846,0.08,1,1
8/8/2013,20:15:57,5.24,0.04,133,,41494,0.844410,41494.844,0.04,1,1
8/8/2013,20:15:08,5.2,0.04,132,,41494,0.843843,41494.844,0.04,1,1
8/8/2013,20:14:29,5.16,0.04,131,,41494,0.843391,41494.843,0.04,1,1
8/8/2013,20:13:56,5.12,0.04,130,,41494,0.843009,41494.843,0.04,1,1
8/8/2013,20:13:25,5.08,0.04,129,,41494,0.842650,41494.843,0.04,1,#REF!
8/8/2013,20:11:34,5.04,0.04,128,,41494,0.841366,41494.841,#REF!,1,#REF!
,,,,,,,,,,,
7/15/2013,13:03:49,4.25,0.04,108,,41470,0.544317,41470.544,#REF!,1,#REF!
7/15/2013,12:47:24,4.21,0.04,107,,41470,0.532917,41470.533,0.04,1,#REF!
7/15/2013,7:57:27,4.17,0.04,106,,41470,0.331563,41470.332,#REF!,1,#REF!
7/15/2013,1:15:34,4.13,0.04,105,,41470,0.052477,41470.052,#REF!,1,#REF!
7/15/2013,1:12:43,4.09,0.04,104,,41470,0.050498,41470.050,0.04,1,#REF!
7/15/2013,1:10:01,4.06,0.04,103,,41470,0.048623,41470.049,0.04,1,1
7/15/2013,1:08:17,4.02,0.04,102,,41470,0.047419,41470.047,0.04,1,#REF!
7/15/2013,1:06:30,3.98,0.04,101,,41470,0.046181,41470.046,#REF!,1,#REF!
,,,,,,,,,,,
7/13/2013,19:47:59,3.94,0.04,100,,41468,0.824988,41468.825,#REF!,1,#REF!
7/13/2013,18:56:44,3.9,0.04,99,,41468,0.789398,41468.789,0.04,1,#REF!
7/13/2013,18:35:27,3.86,0.04,98,,41468,0.774618,41468.775,0.04,1,1
7/13/2013,18:27:53,3.82,0.08,97,,41468,0.769363,41468.769,0.08,1,#REF!
7/13/2013,17:49:38,3.74,0.04,95,,41468,0.742801,41468.743,#REF!,1,#REF!
,,,,,,,,,,,
6/28/2013,22:54:39,3.35,0.04,85,,41453,0.954618,41453.955,#REF!,1,#REF!
6/28/2013,22:47:46,3.31,0.04,84,,41453,0.949838,41453.950,0.04,1,#REF!
6/28/2013,22:39:51,3.27,0.04,83,,41453,0.944340,41453.944,#REF!,1,#REF!
,,,,,,,,,,,
6/4/2013,23:58:29,3.19,0.04,81,,41429,0.998947,41429.999,#REF!,1,#REF!
6/4/2013,23:21:13,3.15,0.04,80,,41429,0.973067,41429.973,0.04,1,#REF!
6/4/2013,23:18:46,3.11,0.04,79,,41429,0.971366,41429.971,0.04,1,1
6/4/2013,23:08:59,3.07,0.04,78,,41429,0.964572,41429.965,0.04,1,1
6/4/2013,22:39:44,3.03,0.04,77,,41429,0.944259,41429.944,0.04,1,1
,,,,,,,,,,,
6/4/2013,19:43:10,2.99,0.04,76,,41429,0.821644,41429.822,0.04,1,1
6/4/2013,19:40:37,2.95,0.04,75,,41429,0.819873,41429.820,0.04,1,#REF!
6/4/2013,19:38:48,2.91,0.04,74,,41429,0.818611,41429.819,#REF!,1,#REF!
,,,,,,,,,,,
5/29/2013,16:58:16,2.83,0.04,72,,41423,0.707130,41423.707,#REF!,1,#REF!
5/29/2013,16:54:02,2.8,0.04,71,,41423,0.704190,41423.704,0.04,1,#REF!
5/29/2013,16:52:59,2.76,0.04,70,,41423,0.703461,41423.703,0.04,1,1
5/29/2013,16:52:14,2.72,0.04,69,,41423,0.702940,41423.703,0.04,1,1
,,,,,,,,,,,
5/29/2013,12:36:50,2.68,0.04,68,,41423,0.525579,41423.526,0.04,1,1
5/29/2013,12:34:51,2.64,0.04,67,,41423,0.524201,41423.524,0.04,1,1
5/29/2013,12:29:54,2.6,0.04,66,,41423,0.520764,41423.521,0.04,1,1
,,,,,,,,,,,
5/29/2013,9:00:44,2.56,0.04,65,,41423,0.375509,41423.376,0.04,1,1
5/29/2013,8:57:54,2.52,0.04,64,,41423,0.373542,41423.374,0.04,1,#REF!
5/29/2013,8:55:43,2.48,0.04,63,,41423,0.372025,41423.372,#REF!,1,#REF!
,,,,,,,,,,,
5/9/2013,15:59:51,2.2,0.04,56,,41403,0.666563,41403.667,#REF!,1,#REF!
5/9/2013,15:30:59,2.17,0.04,55,,41403,0.646516,41403.647,0.04,1,#REF!
5/9/2013,15:12:19,2.13,0.04,54,,41403,0.633553,41403.634,0.04,1,1
5/9/2013,14:51:38,2.09,0.04,53,,41403,0.619190,41403.619,0.04,1,1
5/9/2013,14:49:17,2.05,0.04,52,,41403,0.617558,41403.618,0.04,1,1
5/9/2013,14:44:55,2.01,0.04,51,,41403,0.614525,41403.615,0.04,1,1
